L_higgs,L_neu_mass,L_pad,L_x,L_y,L_y_mmd,L_z,epoch,step,train_loss,val_L_higgs,val_L_neu_mass,val_L_pad,val_L_x,val_L_y,val_L_y_mmd,val_L_z,val_loss
9.108109474182129,0.0009242252563126385,0.12400436401367188,0.012086897157132626,0.5050936341285706,0.11119288206100464,0.026950981467962265,22,13569,11.198223114013672,,,,,,,,
,,,,,,,23,14159,,8.921470642089844,0.0008675273275002837,0.11989931762218475,0.012935764156281948,0.503664493560791,0.10982804745435715,0.028711995109915733,11.507040977478027
8.984635353088379,0.0009006834588944912,0.12062892317771912,0.012118102051317692,0.5040043592453003,0.11135082691907883,0.02676672860980034,23,14159,11.15943431854248,,,,,,,,
,,,,,,,24,14749,,8.7987642288208,0.0008732429705560207,0.11554569005966187,0.013090375810861588,0.50164794921875,0.11099348217248917,0.02832484245300293,11.462462425231934
8.74299144744873,0.0009106122888624668,0.11809930950403214,0.011974895372986794,0.5020180344581604,0.1113353818655014,0.026429079473018646,24,14749,11.050475120544434,,,,,,,,
,,,,,,,25,15339,,8.891724586486816,0.0009433860541321337,0.11366137862205505,0.012170675210654736,0.5000503659248352,0.10781160742044449,0.02601756900548935,11.039233207702637
8.662545204162598,0.000901492778211832,0.11473909765481949,0.011989242397248745,0.5014680027961731,0.11100540310144424,0.02620232105255127,25,15339,11.013750076293945,,,,,,,,
,,,,,,,26,15929,,8.726059913635254,0.0009554571006447077,0.10970529913902283,0.01176504697650671,0.49897143244743347,0.11100154370069504,0.028124623000621796,11.137495994567871
8.62600326538086,0.0008912225603125989,0.11319559812545776,0.011992163956165314,0.49948662519454956,0.10861445963382721,0.026187635958194733,26,15929,10.987858772277832,,,,,,,,
,,,,,,,27,16519,,8.45119857788086,0.0008696205331943929,0.1081191673874855,0.0124010955914855,0.49765679240226746,0.10962815582752228,0.02671104483306408,11.081131935119629
8.43860149383545,0.0009075358975678682,0.10985901206731796,0.012002019211649895,0.49750974774360657,0.10805150121450424,0.025712870061397552,27,16519,10.900506019592285,,,,,,,,
,,,,,,,28,17109,,8.321377754211426,0.0008890072931535542,0.10412575304508209,0.011655210517346859,0.4959057867527008,0.10381366312503815,0.025125253945589066,10.7388916015625
8.277680397033691,0.000906426168512553,0.10658373683691025,0.011683559976518154,0.49614620208740234,0.10625059902667999,0.02524515613913536,28,17109,10.757035255432129,,,,,,,,
,,,,,,,29,17699,,8.41753101348877,0.0009335441864095628,0.10073959082365036,0.011726892553269863,0.4947969615459442,0.10099078714847565,0.02725950814783573,10.961791038513184
8.199475288391113,0.0009092058171518147,0.10415703058242798,0.011898046359419823,0.4945884943008423,0.10485824197530746,0.025124097242951393,29,17699,10.762009620666504,,,,,,,,
,,,,,,,30,18289,,8.103910446166992,0.0008677675505168736,0.09990094602108002,0.011956344358623028,0.49353694915771484,0.10449834913015366,0.026205863803625107,10.857519149780273
8.106212615966797,0.0009091923711821437,0.10171863436698914,0.011681588366627693,0.4933184087276459,0.10272985696792603,0.025167280808091164,30,18289,10.698564529418945,,,,,,,,
,,,,,,,31,18879,,8.276775360107422,0.0009455811814405024,0.09869174659252167,0.011666964739561081,0.4927922189235687,0.09840770810842514,0.024800322949886322,10.667716979980469
8.13931655883789,0.0009084137273021042,0.10114089399576187,0.011960987001657486,0.4936676621437073,0.10077691823244095,0.02484668605029583,31,18879,10.728618621826172,,,,,,,,
,,,,,,,32,19469,,7.952558994293213,0.0009377030655741692,0.09514614939689636,0.01168727409094572,0.4914238154888153,0.10067687928676605,0.02513965591788292,10.656061172485352
7.971518516540527,0.0009080708841793239,0.09993106126785278,0.011791456490755081,0.4910131096839905,0.10070374608039856,0.024545125663280487,32,19469,10.620014190673828,,,,,,,,
,,,,,,,33,20059,,7.736794948577881,0.0009093373664654791,0.09555897116661072,0.011684102937579155,0.49125781655311584,0.10318594425916672,0.025681834667921066,10.686820030212402
7.779757499694824,0.000913986936211586,0.09714565426111221,0.011707858182489872,0.49001994729042053,0.10140416026115417,0.024364857003092766,33,20059,10.553384780883789,,,,,,,,
,,,,,,,34,20649,,7.951100826263428,0.0009491228265687823,0.09243889153003693,0.012141804210841656,0.4886474311351776,0.10034739971160889,0.02356736734509468,10.559122085571289
7.73937463760376,0.0009140691254287958,0.09434569627046585,0.01184847205877304,0.4903453588485718,0.10219550132751465,0.02439187653362751,34,20649,10.58062744140625,,,,,,,,
,,,,,,,35,21239,,7.677498817443848,0.0009410139173269272,0.093965545296669,0.012006017379462719,0.4886014461517334,0.1010647565126419,0.024288339540362358,10.577764511108398
7.698043346405029,0.0009138068999163806,0.09522876143455505,0.011783615685999393,0.48773521184921265,0.10064297169446945,0.024121154099702835,35,21239,10.511218070983887,,,,,,,,
,,,,,,,36,21829,,7.702008247375488,0.0009206511313095689,0.09121928364038467,0.012028547003865242,0.48836374282836914,0.10038580000400543,0.024413375183939934,10.592107772827148
7.58126974105835,0.000926472304854542,0.0927722156047821,0.011615302413702011,0.4869360625743866,0.09874771535396576,0.024031082168221474,36,21829,10.44643497467041,,,,,,,,
,,,,,,,37,22419,,7.656924724578857,0.0009732497856020927,0.09140796959400177,0.012304154224693775,0.4870169758796692,0.09521925449371338,0.02346058003604412,10.534156799316406
7.5055108070373535,0.0009150501573458314,0.09173519909381866,0.011659299954771996,0.4867275357246399,0.09985213726758957,0.024120010435581207,37,22419,10.453425407409668,,,,,,,,
,,,,,,,38,23009,,7.590090274810791,0.0009623049991205335,0.08618365228176117,0.011495809070765972,0.4858057200908661,0.09640580415725708,0.02380484528839588,10.382896423339844
7.3619303703308105,0.0009018001146614552,0.08915705978870392,0.011496786959469318,0.48519808053970337,0.09602484852075577,0.023436006158590317,38,23009,10.32028865814209,,,,,,,,
,,,,,,,39,23599,,7.449175834655762,0.0008771956781856716,0.08679786324501038,0.011356662027537823,0.4853031635284424,0.09447269141674042,0.02266681008040905,10.222759246826172
7.343118667602539,0.0009123974596150219,0.08856095373630524,0.011712728999555111,0.48513808846473694,0.09720035642385483,0.023454895243048668,39,23599,10.362293243408203,,,,,,,,
,,,,,,,40,24189,,7.346852779388428,0.000913248339202255,0.08651085197925568,0.011683288030326366,0.4834864139556885,0.08959510922431946,0.023857932537794113,10.378510475158691
7.287556171417236,0.0009043702157214284,0.08764584362506866,0.011625691317021847,0.4831293523311615,0.09262241423130035,0.023111045360565186,40,24189,10.283941268920898,,,,,,,,
,,,,,,,41,24779,,7.426325798034668,0.0008918438106775284,0.08393760770559311,0.01158777717500925,0.48376742005348206,0.09178104996681213,0.02317887544631958,10.299687385559082
7.229491233825684,0.0009114051936194301,0.08688318729400635,0.011658125557005405,0.4825463593006134,0.09249517321586609,0.02268928289413452,41,24779,10.235848426818848,,,,,,,,
,,,,,,,42,25369,,7.23698616027832,0.0009846179746091366,0.082390196621418,0.011335525661706924,0.48321694135665894,0.09160450845956802,0.023130666464567184,10.218429565429688
7.2837114334106445,0.0009123945492319763,0.08530732244253159,0.01162683218717575,0.4826784133911133,0.09468504041433334,0.023578612133860588,42,25369,10.323681831359863,,,,,,,,
,,,,,,,43,25959,,7.201208591461182,0.0009644832462072372,0.08083246648311615,0.011511387303471565,0.48199978470802307,0.09142561256885529,0.02232920378446579,10.156150817871094
7.037090301513672,0.0009173805010505021,0.08259094506502151,0.011421794071793556,0.481759637594223,0.09471578896045685,0.023130573332309723,43,25959,10.201311111450195,,,,,,,,
,,,,,,,44,26549,,7.07985258102417,0.0009319984819740057,0.0789761170744896,0.01161730382591486,0.4818779230117798,0.09345480054616928,0.023352468386292458,10.264449119567871
6.943609714508057,0.0009286403656005859,0.08191762119531631,0.011589369736611843,0.4813757836818695,0.09575951099395752,0.022990209981799126,44,26549,10.20693302154541,,,,,,,,
,,,,,,,45,27139,,7.14186429977417,0.0008479217067360878,0.07911775261163712,0.011444991454482079,0.48152613639831543,0.09351719915866852,0.025488508865237236,10.446414947509766
6.9576592445373535,0.0009243296226486564,0.08099645376205444,0.011432662606239319,0.47988584637641907,0.09044035524129868,0.022609474137425423,45,27139,10.123100280761719,,,,,,,,
,,,,,,,46,27729,,6.920397758483887,0.0008535021333955228,0.07913656532764435,0.011486954055726528,0.48114895820617676,0.09565131366252899,0.022751441225409508,10.15520191192627
6.887675762176514,0.0009203046793118119,0.08126914501190186,0.011532879434525967,0.4796588718891144,0.09113199263811111,0.022569533437490463,46,27729,10.13015365600586,,,,,,,,
,,,,,,,47,28319,,7.0273566246032715,0.0008980424609035254,0.07757612317800522,0.01160162128508091,0.4798277020454407,0.09070093929767609,0.02286631055176258,10.185545921325684
6.78609037399292,0.0009084556368179619,0.07857482135295868,0.01148968655616045,0.47895437479019165,0.09410322457551956,0.022804314270615578,47,28319,10.12509536743164,,,,,,,,
,,,,,,,48,28909,,6.754807472229004,0.0008701413753442466,0.076910600066185,0.011381428688764572,0.47938272356987,0.08701138943433762,0.02186334691941738,10.00883960723877
6.7501397132873535,0.0009004630846902728,0.07765151560306549,0.011457467451691628,0.4783836603164673,0.09260087460279465,0.022748127579689026,48,28909,10.102810859680176,,,,,,,,
,,,,,,,49,29499,,6.81907844543457,0.0008266809163615108,0.07648066431283951,0.01161782443523407,0.4787839353084564,0.08821702003479004,0.02303989604115486,10.173782348632812
6.727949619293213,0.0009038468706421554,0.07777758687734604,0.011497917585074902,0.4781694710254669,0.09072801470756531,0.022273961454629898,49,29499,10.059246063232422,,,,,,,,
,,,,,,,50,30089,,6.804765224456787,0.0008725592051632702,0.07641995698213577,0.012062856927514076,0.47941839694976807,0.09333998709917068,0.023935602977871895,10.357210159301758
6.6964521408081055,0.0009194432641379535,0.07708308100700378,0.011609166860580444,0.4786466956138611,0.09179101139307022,0.022653920575976372,50,30089,10.120417594909668,,,,,,,,
,,,,,,,51,30679,,6.755220890045166,0.0009329443564638495,0.0719677209854126,0.011404497548937798,0.47907155752182007,0.09603103995323181,0.022775547578930855,10.096659660339355
6.504909038543701,0.0009032070520333946,0.07501308619976044,0.0113658607006073,0.4777699410915375,0.09447241574525833,0.022407980635762215,51,30679,10.017169952392578,,,,,,,,
,,,,,,,52,31269,,6.562995910644531,0.0009077817667275667,0.07227867096662521,0.011472254060208797,0.47869083285331726,0.09108764678239822,0.02353196032345295,10.163131713867188
6.486809730529785,0.0009124710340984166,0.07355165481567383,0.011348054744303226,0.4770238399505615,0.09185225516557693,0.022323373705148697,52,31269,9.994418144226074,,,,,,,,
,,,,,,,53,31859,,6.889528751373291,0.0009247061680071056,0.07235029339790344,0.01225990243256092,0.47763288021087646,0.09107151627540588,0.023851072415709496,10.374720573425293
6.458836078643799,0.0009207586408592761,0.07154211401939392,0.011449886485934258,0.47638094425201416,0.09097178280353546,0.022084737196564674,53,31859,9.979681968688965,,,,,,,,
,,,,,,,54,32449,,6.568049907684326,0.0009301982936449349,0.07074698805809021,0.01156892254948616,0.4768971800804138,0.08680710941553116,0.021374087780714035,9.947715759277344
6.422588348388672,0.0009240502258762717,0.0724111795425415,0.011429903097450733,0.4756994843482971,0.09031327068805695,0.02221110463142395,54,32449,9.97874927520752,,,,,,,,
,,,,,,,55,33039,,6.487178325653076,0.0008950916235335171,0.07030981034040451,0.011410847306251526,0.4763709008693695,0.08835488557815552,0.02122374437749386,9.887279510498047
6.433774948120117,0.0009198531624861062,0.07246312499046326,0.01142276730388403,0.47471845149993896,0.08658887445926666,0.02158539742231369,55,33039,9.906116485595703,,,,,,,,
,,,,,,,56,33629,,6.674328804016113,0.0010551577433943748,0.06965494155883789,0.011658386327326298,0.4762061536312103,0.08836150169372559,0.021785693243145943,10.009393692016602
6.27109432220459,0.0009173500584438443,0.0707307904958725,0.01126974355429411,0.4743690490722656,0.0879388302564621,0.0217589121311903,56,33629,9.871370315551758,,,,,,,,
,,,,,,,57,34219,,6.493013858795166,0.0008770010317675769,0.06915619969367981,0.012027537450194359,0.47621408104896545,0.0903412401676178,0.022475644946098328,10.133671760559082
6.246059417724609,0.0009267627028748393,0.06929910182952881,0.0112110311165452,0.47394484281539917,0.08824726194143295,0.021860679611563683,57,34219,9.8616361618042,,,,,,,,
,,,,,,,58,34809,,6.347250938415527,0.000939640449360013,0.06824684143066406,0.01124653872102499,0.47511088848114014,0.08524865657091141,0.021959790959954262,9.89936637878418
6.248196601867676,0.0009160357294604182,0.06986632198095322,0.01148917805403471,0.4735395908355713,0.08934582769870758,0.021918850019574165,58,34809,9.91980266571045,,,,,,,,
,,,,,,,59,35399,,6.192565441131592,0.000892742769792676,0.06865300238132477,0.011204367503523827,0.4751555919647217,0.09162386506795883,0.022321058437228203,9.912446022033691
6.185532569885254,0.0009181429632008076,0.06964151561260223,0.011364621110260487,0.47320297360420227,0.08966676145792007,0.02224130369722843,59,35399,9.917274475097656,,,,,,,,
,,,,,,,60,35989,,6.3201069831848145,0.0009616503957659006,0.06715806573629379,0.011264690198004246,0.4742523431777954,0.0890079140663147,0.021902404725551605,9.884866714477539
6.087418556213379,0.0009175896993838251,0.06866470724344254,0.011281795799732208,0.4725368320941925,0.08709772676229477,0.021590298041701317,60,35989,9.818167686462402,,,,,,,,
,,,,,,,61,36579,,6.426022052764893,0.0009823139989748597,0.06664576381444931,0.01131721306592226,0.47450700402259827,0.08872512727975845,0.02312745712697506,10.03050708770752
6.063216686248779,0.0009229399729520082,0.0682758092880249,0.011396036483347416,0.47237563133239746,0.08723122626543045,0.02156667783856392,61,36579,9.834226608276367,,,,,,,,
,,,,,,,62,37169,,6.133558750152588,0.0008836457855068147,0.0670100599527359,0.011086155660450459,0.47342512011528015,0.08680808544158936,0.021718595176935196,9.803707122802734
6.035585880279541,0.0009174404549412429,0.06750771403312683,0.011143394745886326,0.4718792140483856,0.08804122358560562,0.021928954869508743,62,37169,9.811429023742676,,,,,,,,
,,,,,,,63,37759,,6.114226341247559,0.0008791718282736838,0.06716419011354446,0.013209824450314045,0.4739857316017151,0.08836392313241959,0.022518647834658623,10.312274932861328
5.986697673797607,0.0009257395868189633,0.06666582077741623,0.011316678486764431,0.47136133909225464,0.08569762110710144,0.021204836666584015,63,37759,9.762768745422363,,,,,,,,
,,,,,,,64,38349,,6.087378025054932,0.0009347450104542077,0.06559234112501144,0.011242183856666088,0.4735753536224365,0.08991067856550217,0.024075685068964958,10.066086769104004
5.964101314544678,0.0009174117003567517,0.06653551012277603,0.01135267037898302,0.47150617837905884,0.086067795753479,0.021478047594428062,64,38349,9.796347618103027,,,,,,,,
,,,,,,,65,38939,,6.125468730926514,0.0009549745009280741,0.0638544037938118,0.011259795166552067,0.47287717461586,0.08819540590047836,0.022232579067349434,9.880389213562012
5.882772922515869,0.0009282843675464392,0.06541147828102112,0.011307409033179283,0.47104939818382263,0.0874563604593277,0.021465035155415535,65,38939,9.772168159484863,,,,,,,,
,,,,,,,66,39529,,6.197352409362793,0.0008458783267997205,0.0644710585474968,0.011683517135679722,0.47286829352378845,0.08801479637622833,0.021381741389632225,9.88776683807373
5.9260783195495605,0.00091064244043082,0.06490175426006317,0.01128628384321928,0.47129398584365845,0.08736519515514374,0.021375412121415138,66,39529,9.765244483947754,,,,,,,,
,,,,,,,67,40119,,6.324038028717041,0.000855937716551125,0.06342010945081711,0.012728383764624596,0.47371116280555725,0.08997828513383865,0.02488616108894348,10.4672269821167
5.893707275390625,0.0009107152582146227,0.06489095091819763,0.01133362203836441,0.4703015685081482,0.08596647530794144,0.021236080676317215,67,40119,9.74760913848877,,,,,,,,
,,,,,,,68,40709,,5.898232460021973,0.000907018780708313,0.06358736753463745,0.010964160785079002,0.4722729027271271,0.08728385716676712,0.02194201946258545,9.763175010681152
5.807790279388428,0.000912821211386472,0.06368478387594223,0.01128014549612999,0.4705076217651367,0.08574771881103516,0.0213864054530859,68,40709,9.74421215057373,,,,,,,,
,,,,,,,69,41299,,5.91841459274292,0.0009264015243388712,0.06133359298110008,0.012101368047297001,0.4714917242527008,0.08340878039598465,0.021629538387060165,9.951319694519043
5.760351181030273,0.0009123606141656637,0.06319642812013626,0.011158865876495838,0.4699085056781769,0.08524620532989502,0.02115623466670513,69,41299,9.685708045959473,,,,,,,,
,,,,,,,70,41889,,5.811005115509033,0.0009907898493111134,0.06203816831111908,0.01099300105124712,0.47196805477142334,0.08688728511333466,0.02096708118915558,9.65812873840332
5.707274436950684,0.0009364985162392259,0.06264428794384003,0.011362257413566113,0.469620019197464,0.08568599075078964,0.021350296214222908,70,41889,9.737051963806152,,,,,,,,
,,,,,,,71,42479,,5.841340065002441,0.0009943823097273707,0.06090337038040161,0.01152699813246727,0.4724419116973877,0.08722753822803497,0.02193930745124817,9.868785858154297
5.591767311096191,0.0009381234413012862,0.06201818957924843,0.0110311945900321,0.4691210985183716,0.086280956864357,0.02118799090385437,71,42479,9.63744831085205,,,,,,,,
,,,,,,,72,43069,,5.843328475952148,0.0009206471731886268,0.06015823781490326,0.011134635657072067,0.4712301790714264,0.08440424501895905,0.021475518122315407,9.731273651123047
5.586156368255615,0.0009224361274391413,0.06153271347284317,0.01125516090542078,0.46895572543144226,0.08626823872327805,0.021119840443134308,72,43069,9.672717094421387,,,,,,,,
,,,,,,,73,43659,,6.055259704589844,0.0009659937932156026,0.06058806926012039,0.01134481094777584,0.47074094414711,0.08599573373794556,0.02181917056441307,9.824400901794434
5.6177167892456055,0.0009144219802692533,0.06091359630227089,0.011120890267193317,0.467944473028183,0.08336625248193741,0.020785024389624596,73,43659,9.604813575744629,,,,,,,,
,,,,,,,74,44249,,5.8503947257995605,0.0010277837282046676,0.06040821969509125,0.011377451941370964,0.4706449806690216,0.08842919021844864,0.022121254354715347,9.839512825012207
5.604827880859375,0.0009258239879272878,0.060884345322847366,0.01135226059705019,0.4688200056552887,0.08561809360980988,0.02096981555223465,74,44249,9.676998138427734,,,,,,,,
,,,,,,,75,44839,,5.741632461547852,0.0009488982032053173,0.05978107452392578,0.010963177308440208,0.4708673059940338,0.08570405095815659,0.021159347146749496,9.651185989379883
5.467181205749512,0.0009254520991817117,0.06016971170902252,0.011075914837419987,0.4676720201969147,0.08417892456054688,0.02095860429108143,75,44839,9.59465217590332,,,,,,,,
,,,,,,,76,45429,,5.612049102783203,0.0009521686006337404,0.058935001492500305,0.010894542559981346,0.47000929713249207,0.08730223029851913,0.02093801088631153,9.592941284179688
5.449568271636963,0.0009262842941097915,0.0600445494055748,0.011147579178214073,0.46762508153915405,0.08384513854980469,0.020739851519465446,76,45429,9.584747314453125,,,,,,,,
,,,,,,,77,46019,,5.597107887268066,0.0008674365235492587,0.058919757604599,0.010979006998240948,0.46939289569854736,0.08096519112586975,0.020635155960917473,9.571877479553223
5.435766696929932,0.0009330747998319566,0.05916256085038185,0.011081644333899021,0.4673328697681427,0.083612360060215,0.02080204337835312,77,46019,9.572599411010742,,,,,,,,
,,,,,,,78,46609,,5.441946983337402,0.0008640004671178758,0.057940151542425156,0.010957903228700161,0.4699368178844452,0.08670441061258316,0.02083090879023075,9.576172828674316
5.357572555541992,0.0009225349058397114,0.059376057237386703,0.011147408746182919,0.4673544764518738,0.08551875501871109,0.02094750851392746,78,46609,9.592910766601562,,,,,,,,
,,,,,,,79,47199,,5.709074974060059,0.0010147524299100041,0.05659141391515732,0.01154367532581091,0.46935325860977173,0.07935641705989838,0.021120484918355942,9.741814613342285
5.2730231285095215,0.0009260080987587571,0.05791154131293297,0.011087787337601185,0.466791570186615,0.08470428735017776,0.020886611193418503,79,47199,9.559355735778809,,,,,,,,
,,,,,,,80,47789,,5.668350696563721,0.0010044637601822615,0.05650841444730759,0.011418740265071392,0.46855467557907104,0.07879667729139328,0.020942047238349915,9.68684196472168
5.320165634155273,0.0009223655215464532,0.05778909847140312,0.011174013838171959,0.4663640558719635,0.08362588286399841,0.020639998838305473,80,47789,9.55224895477295,,,,,,,,
,,,,,,,81,48379,,5.554446220397949,0.0009398193215020001,0.0561283677816391,0.011186347343027592,0.46866342425346375,0.07827018201351166,0.020845262333750725,9.620003700256348
5.381540298461914,0.0009255696786567569,0.057395145297050476,0.011164161376655102,0.46682488918304443,0.08297927677631378,0.020526263862848282,81,48379,9.5492525100708,,,,,,,,
